"","station.id","station.name","station.latitude","station.longitude","total_count","tract"
"1","519","Pershing Square North",40.751873,-73.977706,17779,"36061008000"
"2","435","W 21 St & 6 Ave",40.74173969,-73.99415556,13043,"36061008700"
"3","3255","8 Ave & W 31 St",40.7505853470215,-73.9946848154068,12846,"36061010300"
"4","402","Broadway & E 22 St",40.7403432,-73.98955109,12647,"36061005600"
"5","497","E 17 St & Broadway",40.73704984,-73.99009296,11601,"36061005200"
"6","477","W 41 St & 8 Ave",40.75640548,-73.9900262,11109,"36061011300"
"7","285","Broadway & E 14 St",40.73454567,-73.99074142,10678,"36061006100"
"8","490","8 Ave & W 33 St",40.751551,-73.993934,10478,"36061010300"
"9","359","E 47 St & Park Ave",40.75510267,-73.97498696,10187,"36061009200"
"10","3660","W 16 St & 8 Ave",40.7410215090027,-74.001384973526,10000,"36061008100"
"11","293","Lafayette St & E 8 St",40.7302066052995,-73.9910262823105,9593,"36061005700"
"12","459","W 20 St & 11 Ave",40.746745,-74.007756,9282,"36061009900"
"13","523","W 38 St & 8 Ave",40.75466591,-73.99138152,9276,"36061011300"
"14","379","W 31 St & 7 Ave",40.749156,-73.9916,9257,"36061010100"
"15","505","6 Ave & W 33 St",40.74901271,-73.98848395,9182,"36061010100"
"16","492","W 33 St & 7 Ave",40.75019995,-73.99093085,8916,"36061010100"
"17","3641","Broadway & W 25 St",40.7428687731211,-73.9891862869263,8851,"36061005800"
"18","465","Broadway & W 41 St",40.75513557,-73.98658032,8681,"36061011300"
"19","468","Broadway & W 56 St",40.7652654,-73.98192338,8604,"36061013700"
"20","504","1 Ave & E 16 St",40.73221853,-73.98165557,8564,"36061004400"
"21","3263","Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,8459,"36061004200"
"22","491","E 24 St & Park Ave S",40.74096374,-73.98602213,8345,"36061005600"
"23","3443","W 52 St & 6 Ave",40.7613298312481,-73.9798200130463,8343,"36061013100"
"24","517","Pershing Square South",40.751581,-73.97791,8335,"36061008000"
"25","472","E 32 St & Park Ave",40.7457121,-73.98194829,8305,"36061007200"
"26","3435","Grand St & Elizabeth St",40.718822,-73.99596,8105,"36061004100"
"27","368","Carmine St & 6 Ave",40.73038599,-74.00214988,8062,"36061006700"
"28","382","University Pl & E 14 St",40.73492695,-73.99200509,8040,"36061006100"
"29","358","Christopher St & Greenwich St",40.73291553,-74.00711384,7959,"36061006900"
"30","168","W 18 St & 6 Ave",40.73971301,-73.99456405,7775,"36061005400"
"31","446","W 24 St & 7 Ave",40.74487634,-73.99529885,7750,"36061009100"
"32","3711","E 13 St & Avenue A",40.7296672939298,-73.9806796610355,7693,"36061003400"
"33","229","Great Jones St",40.72743423,-73.99379025,7654,"36061005502"
"34","297","E 15 St & 3 Ave",40.734232,-73.986923,7607,"36061005000"
"35","173","Broadway & W 49 St",40.7606832709659,-73.9845272898674,7522,"36061012500"
"36","237","E 11 St & 2 Ave",40.73047309,-73.98672378,7509,"36061004000"
"37","151","Cleveland Pl & Spring St",40.722103786686,-73.997249007225,7469,"36061004500"
"38","3141","1 Ave & E 68 St",40.76500525,-73.95818491,7306,"36061011800"
"39","498","Broadway & W 32 St",40.74854862,-73.98808416,7282,"36061007600"
"40","499","Broadway & W 60 St",40.76915505,-73.98191841,7221,"36061014500"
"41","445","E 10 St & Avenue A",40.72740794,-73.98142006,7149,"36061003200"
"42","545","E 23 St & 1 Ave",40.736502,-73.97809472,7125,"36061006000"
"43","3687","E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,7116,"36061007000"
"44","3233","E 48 St & 5 Ave",40.7572456791173,-73.978059142828,7050,"36061009400"
"45","486","Broadway & W 29 St",40.7462009,-73.98855723,6995,"36061007600"
"46","509","9 Ave & W 22 St",40.7454973,-74.00197139,6961,"36061008900"
"47","442","W 27 St & 7 Ave",40.746647,-73.993915,6957,"36061009500"
"48","461","E 20 St & 2 Ave",40.73587678,-73.98205027,6922,"36061006400"
"49","432","E 7 St & Avenue A",40.72621788,-73.98379855,6881,"36061003200"
"50","496","E 16 St & 5 Ave",40.73726186,-73.99238967,6876,"36061005200"
"51","507","E 25 St & 2 Ave",40.73912601,-73.97973776,6780,"36061006600"
"52","494","W 26 St & 8 Ave",40.74734825,-73.99723551,6773,"36061009700"
"53","3664","North Moore St & Greenwich St",40.7201952143746,-74.0103006362915,6601,"36061003900"
"54","487","E 20 St & FDR Drive",40.73314259,-73.97573881,6598,"36061004400"
"55","312","Allen St & Stanton St",40.722055,-73.989111,6585,"36061003601"
"56","466","W 25 St & 6 Ave",40.74395411,-73.99144871,6545,"36061005800"
"57","2003","1 Ave & E 18 St",40.7338121919663,-73.9805442094803,6511,"36061004400"
"58","3002","South End Ave & Liberty St",40.711512,-74.015756,6393,"36061031704"
"59","3427","Lafayette St & Jersey St",40.7243052725033,-73.9960098266602,6389,"36061004300"
"60","426","West St & Chambers St",40.71754834,-74.01322069,6381,"36061031703"
"61","528","2 Ave & E 31 St",40.74290902,-73.97706058,6353,"36061007000"
"62","479","9 Ave & W 45 St",40.76019252,-73.9912551,6330,"36061012100"
"63","307","Canal St & Rutgers St",40.71427487,-73.98990025,6305,"36061000600"
"64","518","E 39 St & 2 Ave",40.74780373,-73.9734419,6201,"36061007800"
"65","3258","W 27 St & 10 Ave",40.7501815632568,-74.0021842718124,6187,"36061009700"
"66","127","Barrow St & Hudson St",40.73172428,-74.00674436,6150,"36061006900"
"67","326","E 11 St & 1 Ave",40.72953837,-73.98426726,6136,"36061004000"
"68","350","Clinton St & Grand St",40.71559509,-73.9870295,6130,"36061001401"
"69","453","W 22 St & 8 Ave",40.74475148,-73.99915362,6126,"36061009300"
"70","474","5 Ave & E 29 St",40.7451677,-73.98683077,5988,"36061007400"
"71","3235","E 41 St & Madison Ave",40.752165280622,-73.9799219369888,5983,"36061008200"
"72","334","W 20 St & 7 Ave",40.74238787,-73.99726235,5933,"36061008700"
"73","387","Centre St & Chambers St",40.71273266,-74.0046073,5927,"36061003100"
"74","3164","Columbus Ave & W 72 St",40.7770575,-73.97898475,5877,"36061015700"
"75","503","E 20 St & Park Ave",40.73827428,-73.98751968,5866,"36061005000"
"76","327","Vesey Pl & River Terrace",40.7153379,-74.01658354,5785,"36061031703"
"77","2006","Central Park S & 6 Ave",40.76590936,-73.97634151,5779,"36061014300"
"78","3167","Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,5777,"36061015900"
"79","438","St Marks Pl & 1 Ave",40.72779126,-73.98564945,5769,"36061003800"
"80","476","E 31 St & 3 Ave",40.74394314,-73.97966069,5753,"36061007200"
"81","462","W 22 St & 10 Ave",40.74691959,-74.00451887,5740,"36061008900"
"82","439","E 4 St & 2 Ave",40.7262807,-73.98978041,5730,"36061003800"
"83","167","E 39 St & 3 Ave",40.7489006,-73.97604882,5722,"36061008000"
"84","450","W 49 St & 8 Ave",40.76227205,-73.98788205,5715,"36061012700"
"85","128","MacDougal St & Prince St",40.72710258,-74.00297088,5689,"36061003700"
"86","3186","Grove St PATH",40.7195861164717,-74.0431174635887,5647,"34017007000"
"87","223","W 13 St & 7 Ave",40.73781509,-73.99994661,5605,"36061007100"
"88","2021","W 45 St & 8 Ave",40.75929124,-73.98859651,5604,"36061012100"
"89","531","Forsyth St & Broome St",40.71893904,-73.99266288,5577,"36061001800"
"90","478","11 Ave & W 41 St",40.76030096,-73.99884222,5532,"36061011700"
"91","3140","1 Ave & E 78 St",40.77140426,-73.9535166,5502,"36061013400"
"92","3236","W 42 St & Dyer Ave",40.7589848139963,-73.9937996864319,5470,"36061012100"
"93","540","Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,5449,"36061007200"
"94","236","St Marks Pl & 2 Ave",40.7284186,-73.98713956,5445,"36061003800"
"95","380","W 4 St & 7 Ave S",40.73401143,-74.00293877,5409,"36061007300"
"96","524","W 43 St & 6 Ave",40.75527307,-73.98316936,5399,"36061009600"
"97","458","11 Ave & W 27 St",40.751396,-74.005226,5397,"36061009900"
"98","3656","E 2 St & Avenue A",40.7230774906867,-73.9858362078667,5386,"36061003002"
"99","3429","Hanson Pl & Ashland Pl",40.6850680730818,-73.9779075980186,5379,"36047003500"
"100","529","W 42 St & 8 Ave",40.7575699,-73.99098507,5319,"36061011500"
"101","515","W 43 St & 10 Ave",40.76009437,-73.99461843,5317,"36061012100"
"102","2012","E 27 St & 1 Ave",40.739445,-73.976806,5273,"36061006600"
"103","401","Allen St & Rivington St",40.72019576,-73.98997825,5234,"36061001800"
"104","526","E 33 St & 5 Ave",40.74765947,-73.98490707,5228,"36061007400"
"105","447","8 Ave & W 52 St",40.76370739,-73.9851615,5182,"36061013300"
"106","514","12 Ave & W 40 St",40.76087502,-74.00277668,5178,"36061011700"
"107","3686","Gansevoort St & Hudson St",40.739448201304,-74.0050703287125,5161,"36061007700"
"108","533","Broadway & W 38 St",40.75299641,-73.98721619,5137,"36061011300"
"109","3709","W 15 St & 6 Ave",40.7380461424828,-73.996429592371,5137,"36061008100"
"110","195","Liberty St & Broadway",40.70905623,-74.01043382,5130,"36061000700"
"111","410","Suffolk St & Stanton St",40.72066442,-73.98517977,5081,"36061003001"
"112","482","W 15 St & 7 Ave",40.73935542,-73.99931783,5080,"36061008100"
"113","536","1 Ave & E 30 St",40.74144387,-73.97536082,5039,"36061007000"
"114","304","Broadway & Battery Pl",40.70463334,-74.01361706,5037,"36061001300"
"115","281","Grand Army Plaza & Central Park S",40.7643971,-73.97371465,5032,"36061011201"
"116","3158","W 63 St & Broadway",40.77163851,-73.98261428,5028,"36061014900"
"117","470","W 20 St & 8 Ave",40.74345335,-74.00004031,4969,"36061008900"
"118","305","E 58 St & 3 Ave",40.76095756,-73.96724467,4959,"36061011203"
"119","448","W 37 St & 10 Ave",40.75660359,-73.9979009,4956,"36061009900"
"120","3458","W 55 St & 6 Ave",40.763093872708,-73.9783501625061,4939,"36061013700"
"121","480","W 53 St & 10 Ave",40.76669671,-73.99061728,4932,"36061013500"
"122","3474","6 Ave & Spring St",40.7252556952547,-74.0041208267212,4907,"36061004700"
"123","325","E 19 St & 3 Ave",40.73624527,-73.98473765,4904,"36061004800"
"124","3142","1 Ave & E 62 St",40.7612274,-73.96094022,4900,"36061011000"
"125","3260","Mercer St & Bleecker St",40.7270636334831,-73.9966213703155,4889,"36061005501"
"126","403","E 2 St & 2 Ave",40.72502876,-73.99069656,4823,"36061003602"
"127","174","E 25 St & 1 Ave",40.7381765,-73.97738662,4804,"36061006200"
"128","530","11 Ave & W 59 St",40.7714967105444,-73.9904603362083,4768,"36061014700"
"129","3093","N 6 St & Bedford Ave",40.71745169,-73.95850939,4766,"36047055300"
"130","319","Fulton St & Broadway",40.711066,-74.009447,4752,"36061001300"
"131","347","Greenwich St & W Houston St",40.728846,-74.008591,4734,"36061003700"
"132","500","Broadway & W 51 St",40.76228826,-73.98336183,4730,"36061013100"
"133","267","Broadway & W 36 St",40.75097711,-73.98765428,4689,"36061010900"
"134","301","E 2 St & Avenue B",40.72217444,-73.98368779,4652,"36061003002"
"135","495","W 47 St & 10 Ave",40.76269882,-73.99301222,4644,"36061012700"
"136","3680","E 43 St & 5 Ave",40.7541208107793,-73.9802518486977,4627,"36061009400"
"137","3718","E 11 St & Avenue B",40.7274642069239,-73.9795041829348,4601,"36061003400"
"138","3147","E 85 St & 3 Ave",40.77801203,-73.95407149,4595,"36061014601"
"139","388","W 26 St & 10 Ave",40.749717753,-74.002950346,4590,"36061009900"
"140","254","W 11 St & 6 Ave",40.73532427,-73.99800419,4587,"36061006300"
"141","251","Mott St & Prince St",40.72317958,-73.99480012,4578,"36061004300"
"142","394","E 9 St & Avenue C",40.72521311,-73.97768752,4556,"36061002800"
"143","417","Barclay St & Church St",40.71291224,-74.01020234,4550,"36061002100"
"144","3463","E 16 St & Irving Pl",40.7353670556054,-73.9879739284515,4549,"36061005000"
"145","539","Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,4544,"36047055300"
"146","502","Henry St & Grand St",40.714215,-73.981346,4541,"36061000202"
"147","161","LaGuardia Pl & W 3 St",40.72917025,-73.99810231,4536,"36061006500"
"148","484","W 44 St & 5 Ave",40.75500254,-73.98014437,4535,"36061009600"
"149","377","6 Ave & Canal St",40.72243797,-74.00566443,4507,"36061003700"
"150","212","W 16 St & The High Line",40.74334935,-74.00681753,4503,"36061008300"
"151","405","Washington St & Gansevoort St",40.739323,-74.008119,4355,"36061007900"
"152","485","W 37 St & 5 Ave",40.75038009,-73.98338988,4353,"36061008400"
"153","265","Stanton St & Chrystie St",40.72229346,-73.99147535,4325,"36061003601"
"154","469","Broadway & W 53 St",40.76344058,-73.98268129,4316,"36061013100"
"155","412","Forsyth St & Canal St",40.7158155,-73.99422366,4301,"36061001600"
"156","3165","Central Park West & W 72 St",40.7757937668367,-73.9762057363987,4275,"36061014300"
"157","317","E 6 St & Avenue B",40.72453734,-73.98185424,4252,"36061003200"
"158","361","Allen St & Hester St",40.71605866,-73.99190759,4251,"36061001600"
"159","455","1 Ave & E 44 St",40.75001986,-73.96905301,4228,"36061008800"
"160","3159","W 67 St & Broadway",40.77492513,-73.98266566,4180,"36061015300"
"161","311","Norfolk St & Broome St",40.7172274,-73.98802084,4177,"36061001800"
"162","383","Greenwich Ave & Charles St",40.735238,-74.000271,4129,"36061007100"
"163","355","Bayard St & Baxter St",40.71602118,-73.99974372,4117,"36061002900"
"164","456","E 53 St & Madison Ave",40.7597108,-73.97402311,4116,"36061010200"
"165","520","W 52 St & 5 Ave",40.75992262,-73.97648516,4107,"36061010400"
"166","268","Howard St & Centre St",40.71910537,-73.99973337,4089,"36061004500"
"167","3259","9 Ave & W 28 St",40.7493702419328,-73.9992338418961,4065,"36061009700"
"168","335","Washington Pl & Broadway",40.72903917,-73.99404649,4048,"36061005700"
"169","3156","E 72 St & York Ave",40.76663814,-73.95348296,4040,"36061012400"
"170","440","E 45 St & 3 Ave",40.75255434,-73.97282625,4021,"36061009000"
"171","257","Lispenard St & Broadway",40.71939226,-74.00247214,3991,"36061003300"
"172","3467","W Broadway & Spring Street",40.7249467235942,-74.0016585588455,3982,"36061004900"
"173","316","Fulton St & William St",40.70955958,-74.00653609,3978,"36061001502"
"174","522","E 51 St & Lexington Ave",40.75714758,-73.97207836,3973,"36061010000"
"175","508","W 46 St & 11 Ave",40.76341379,-73.99667444,3942,"36061012900"
"176","546","E 30 St & Park Ave S",40.74444921,-73.98303529,3899,"36061007200"
"177","336","Sullivan St & Washington Sq",40.73047747,-73.99906065,3893,"36061006500"
"178","3459","E 53 St & 3 Ave",40.7576322773944,-73.9693057537079,3881,"36061009800"
"179","164","E 47 St & 2 Ave",40.75323098,-73.97032517,3866,"36061009000"
"180","501","FDR Drive & E 35 St",40.744219,-73.97121214,3864,"36061008601"
"181","346","Bank St & Hudson St",40.73652889,-74.00618026,3820,"36061007900"
"182","296","Division St & Bowery",40.71413089,-73.9970468,3812,"36061001600"
"183","513","W 56 St & 10 Ave",40.768254,-73.988639,3812,"36061013900"
"184","3461","Murray St & Greenwich St",40.7148515052625,-74.0112233161926,3786,"36061002100"
"185","3175","W 70 St & Amsterdam Ave",40.77748046,-73.98288594,3758,"36061015900"
"186","3409","Bergen St & Smith St",40.6867443,-73.99063168,3748,"36047006900"
"187","3701","Cliff St & Fulton St",40.708317943664,-74.0050408244133,3734,"36061001502"
"188","460","S 4 St & Wythe Ave",40.71285887,-73.96590294,3711,"36047054900"
"189","3223","E 55 St & 3 Ave",40.7589965596051,-73.9686539769173,3708,"36061010000"
"190","324","DeKalb Ave & Hudson Ave",40.689888,-73.981013,3686,"36047003300"
"191","493","W 45 St & 6 Ave",40.7568001,-73.98291153,3685,"36061011900"
"192","385","E 55 St & 2 Ave",40.75797322,-73.96603308,3675,"36061010800"
"193","423","W 54 St & 9 Ave",40.76584941,-73.98690506,3642,"36061013300"
"194","3697","W 64 St & Thelonious Monk Circle",40.7751595343424,-73.9891869574785,3641,"36061015100"
"195","391","Clark St & Henry St",40.69760127,-73.99344559,3622,"36047000501"
"196","328","Watts St & Greenwich St",40.72405549,-74.00965965,3620,"36061003900"
"197","2008","Little West St & 1 Pl",40.70569254,-74.01677685,3618,"36061031704"
"198","3440","Fulton St & Adams St",40.6924182925785,-73.989494740963,3614,"36047001100"
"199","3163","Central Park West & W 68 St",40.7734066,-73.97782542,3603,"36061014300"
"200","239","Willoughby St & Fleet St",40.69196566,-73.9813018,3566,"36047003100"
"201","302","Avenue D & E 3 St",40.72082834,-73.97793172,3547,"36061002000"
"202","3137","5 Ave & E 73 St",40.77282817,-73.96685276,3508,"36061014300"
"203","303","Mercer St & Spring St",40.72362738,-73.99949601,3469,"36061004900"
"204","363","West Thames St",40.70834698,-74.01713445,3457,"36061031704"
"205","3402","Court St & State St",40.6902375,-73.99203074,3437,"36047000900"
"206","3674","Jay St & York St",40.7014031725772,-73.9867267012596,3422,"36047002100"
"207","2010","Grand St & Greene St",40.72165481,-74.00234737,3422,"36061004700"
"208","146","Hudson St & Reade St",40.71625008,-74.0091059,3417,"36061003300"
"209","252","MacDougal St & Washington Sq",40.73226398,-73.99852205,3412,"36061006300"
"210","3507","Park Ave & E 124 St",40.8045555,-73.9396861,3379,"36061019800"
"211","2002","Wythe Ave & Metropolitan Ave",40.716887,-73.963198,3373,"36047055500"
"212","72","W 52 St & 11 Ave",40.76727216,-73.99392888,3359,"36061013500"
"213","3715","Driggs Ave & N 9 St",40.7181696945421,-73.9552013576031,3353,"36047051900"
"214","3431","E 35 St & 3 Ave",40.746524,-73.977885,3350,"36061008000"
"215","3684","W 12 St & W 4 St",40.7375612118114,-74.0039826929569,3332,"36061007700"
"216","309","Murray St & West St",40.7149787,-74.013012,3332,"36061002100"
"217","280","E 10 St & 5 Ave",40.73331967,-73.99510132,3325,"36061006100"
"218","369","Washington Pl & 6 Ave",40.73224119,-74.00026394,3320,"36061006500"
"219","357","E 11 St & Broadway",40.73261787,-73.99158043,3316,"36061006100"
"220","315","South St & Gouverneur Ln",40.70355377,-74.00670227,3281,"36061000700"
"221","228","E 48 St & 3 Ave",40.7546011026,-73.971878855,3255,"36061009200"
"222","3282","5 Ave & E 88 St",40.78307,-73.95939,3232,"36061014300"
"223","3301","Columbus Ave & W 95 St",40.7919557,-73.968087,3224,"36061018100"
"224","295","Pike St & E Broadway",40.71406667,-73.99293911,3224,"36061000800"
"225","3168","Central Park West & W 85 St",40.78472675,-73.96961715,3223,"36061014300"
"226","3016","Kent Ave & N 7 St",40.7203677529846,-73.9616507291794,3194,"36047055700"
"227","3244","University Pl & E 8 St",40.7314372408523,-73.9949034154415,3169,"36061005900"
"228","2009","Catherine St & Monroe St",40.71117444,-73.99682619,3133,"36061002500"
"229","3360","Amsterdam Ave & W 79 St",40.7829391,-73.9786517,3127,"36061016700"
"230","3143","5 Ave & E 78 St",40.7763214218227,-73.9642739295959,3126,"36061014300"
"231","3472","W 15 St & 10 Ave",40.742753828659,-74.0074735879898,3094,"36061008300"
"232","441","E 52 St & 2 Ave",40.756014,-73.967416,3081,"36061009800"
"233","525","W 34 St & 11 Ave",40.75594159,-74.0021163,3079,"36061009900"
"234","3171","Amsterdam Ave & W 82 St",40.78524672,-73.97667321,3075,"36061016900"
"235","422","W 59 St & 10 Ave",40.770513,-73.988038,3064,"36061014700"
"236","3092","Berry St & N 8 St",40.7190095,-73.95852515,3041,"36047055300"
"237","238","Bank St & Washington St",40.7361967,-74.00859207,3025,"36061007900"
"238","3372","E 74 St & 1 Ave",40.7689738,-73.95482273,3011,"36061012400"
"239","3423","West Drive & Prospect Park West",40.6610633719006,-73.9794525504112,2994,"36047017700"
"240","150","E 2 St & Avenue C",40.7208736,-73.98085795,2976,"36061002202"
"241","3155","Lexington Ave & E 63 St",40.76440023,-73.96648977,2965,"36061011402"
"242","2023","E 55 St & Lexington Ave",40.75968085,-73.97031366,2960,"36061010000"
"243","2000","Front St & Washington St",40.70255088,-73.98940236,2958,"36047002100"
"244","342","Columbia St & Rivington St",40.71739973,-73.98016555,2949,"36061002201"
"245","3132","E 59 St & Madison Ave",40.76350532,-73.97109243,2939,"36061011401"
"246","366","Clinton Ave & Myrtle Ave",40.693261,-73.968896,2933,"36047018700"
"247","3658","W 18 St & 9 Ave",40.7435337324616,-74.0036755800247,2927,"36061008900"
"248","3659","W 17 St & 9 Ave",40.7429489166009,-74.0041369199753,2926,"36061008300"
"249","3457","E 58 St & Madison Ave",40.7630259428052,-73.9720952510834,2917,"36061011202"
"250","473","Rivington St & Chrystie St",40.72110063,-73.9919254,2893,"36061001800"
"251","330","Reade St & Broadway",40.71450451,-74.00562789,2893,"36061003100"
"252","393","E 5 St & Avenue C",40.72299208,-73.97995466,2892,"36061002601"
"253","360","William St & Pine St",40.70717936,-74.00887308,2880,"36061000700"
"254","143","Clinton St & Joralemon St",40.69239502,-73.99337909,2874,"36047000700"
"255","279","Peck Slip & Front St",40.707873,-74.00167,2867,"36061001501"
"256","362","Broadway & W 37 St",40.75172632,-73.98753523,2844,"36061010900"
"257","415","Pearl St & Hanover Square",40.7047177,-74.00926027,2772,"36061000700"
"258","3486","Schermerhorn St & Bond St",40.6884174275408,-73.9845165610313,2772,"36047003700"
"259","467","Dean St & 4 Ave",40.68312489,-73.97895137,2765,"36047012901"
"260","3170","W 84 St & Columbus Ave",40.78499979,-73.97283406,2762,"36061016900"
"261","3318","2 Ave & E 96 St",40.7839636,-73.9471673,2733,"36061015601"
"262","406","Hicks St & Montague St",40.69512845,-73.99595065,2709,"36047000301"
"263","308","St James Pl & Oliver St",40.71307916,-73.99851193,2690,"36061002700"
"264","320","Leonard St & Church St",40.717571,-74.005549,2685,"36061003300"
"265","3112","Milton St & Franklin St",40.72906,-73.95779,2676,"36047056500"
"266","247","Perry St & Bleecker St",40.73535398,-74.00483091,2668,"36061007300"
"267","3462","E 44 St & 2 Ave",40.7511838746328,-73.9713871479034,2665,"36061009000"
"268","3243","E 58 St & 1 Ave",40.7589238637769,-73.9622622728348,2665,"36061010601"
"269","314","Cadman Plaza West & Montague St",40.69383,-73.990539,2664,"36047000900"
"270","3712","W 35 St & Dyer Ave",40.754691750226,-73.9974018931389,2656,"36061011100"
"271","411","E 6 St & Avenue D",40.72228087,-73.97668709,2643,"36061002000"
"272","532","S 5 Pl & S 5 St",40.710451,-73.960876,2631,"36047052300"
"273","3232","Bond St & Fulton St",40.6896218879033,-73.9830426871777,2631,"36047003700"
